val.NO2.weV,val.NO2.cnc,val.NO2.aeV,val.NO2.weC,val.NO2.vCal,val.NO.weV,val.NO.cnc,val.NO.aeV,val.NO.weC,val.NO.vCal,val.sht.hmd,val.sht.tmp,rec,ver,tag,src,exg.val.NO2.cnc,exg.val.NO.cnc,exg.src
0.282,17.3,0.27638,-0.00134,5.724,0.30394,-547.5,0.29669,0.12003,0.601,80.5,27.7,2023-11-30T06:38:28Z,2,scs-bgx-868,AFE,24.1,8.4,uE.1
0.28207,17.5,0.27638,-0.00128,5.972,0.30438,-543.8,0.29688,0.12154,1.202,80.5,27.7,2023-11-30T06:38:38Z,2,scs-bgx-868,AFE,25.1,8.6,uE.1
0.28175,16.4,0.27638,-0.00159,4.841,0.3045,-544.4,0.29682,0.12131,1.635,80.3,27.7,2023-11-30T06:38:48Z,2,scs-bgx-868,AFE,23.5,8.7,uE.1
0.28175,16.4,0.27638,-0.00159,4.841,0.30463,-543.2,0.29688,0.12179,1.803,80.2,27.7,2023-11-30T06:38:58Z,2,scs-bgx-868,AFE,23.4,8.8,uE.1
0.282,17.3,0.27638,-0.00134,5.724,0.30457,-542.1,0.297,0.12227,1.37,80.4,27.6,2023-11-30T06:39:08Z,2,scs-bgx-868,AFE,23.9,8.7,uE.1
0.28194,17.5,0.27632,-0.00128,5.724,0.30457,-544.7,0.29682,0.12119,1.803,80.4,27.6,2023-11-30T06:39:18Z,2,scs-bgx-868,AFE,24,9.1,uE.1
0.28207,17.9,0.27632,-0.00116,6.184,0.30432,-544.8,0.29682,0.12112,1.202,80.5,27.7,2023-11-30T06:39:28Z,2,scs-bgx-868,AFE,25.6,9,uE.1
0.28225,18.2,0.27638,-0.00109,6.608,0.30444,-542.8,0.29694,0.12197,1.202,80.3,27.7,2023-11-30T06:39:38Z,2,scs-bgx-868,AFE,25.6,9,uE.1
0.28194,17,0.27638,-0.0014,5.512,0.30469,-543.1,0.29688,0.12186,1.947,80.2,27.7,2023-11-30T06:39:48Z,2,scs-bgx-868,AFE,24,9,uE.1
0.28213,17.7,0.27638,-0.00121,6.184,0.30407,-546.3,0.29675,0.12051,0.769,80.3,27.7,2023-11-30T06:39:58Z,2,scs-bgx-868,AFE,25.8,8.7,uE.1
0.28188,17.2,0.27632,-0.00135,5.512,0.30475,-542.1,0.29694,0.12228,1.947,80.4,27.7,2023-11-30T06:40:08Z,2,scs-bgx-868,AFE,24,9,uE.1
0.28194,17,0.27638,-0.0014,5.512,0.3045,-546.1,0.29669,0.12059,1.947,80.3,27.7,2023-11-30T06:40:18Z,2,scs-bgx-868,AFE,24.1,9,uE.1
0.28163,16.4,0.27632,-0.0016,4.629,0.30513,-542,0.29688,0.12229,3.005,80.3,27.7,2023-11-30T06:40:28Z,2,scs-bgx-868,AFE,23.2,10.7,uE.1
0.28157,16.1,0.27632,-0.00166,4.417,0.30513,-542,0.29688,0.12229,3.005,80.3,27.7,2023-11-30T06:40:38Z,2,scs-bgx-868,AFE,23.3,10.7,uE.1
0.28182,16.6,0.27638,-0.00153,5.088,0.30475,-542.1,0.29694,0.12228,1.947,80.3,27.7,2023-11-30T06:40:48Z,2,scs-bgx-868,AFE,23.8,9,uE.1
0.28163,16.3,0.27632,-0.0016,4.629,0.30463,-541.9,0.29694,0.12233,1.659,80.3,27.8,2023-11-30T06:40:58Z,2,scs-bgx-868,AFE,23.3,9,uE.1
0.28175,16.8,0.27632,-0.00147,5.053,0.30444,-542.4,0.29694,0.12215,1.202,80.1,27.8,2023-11-30T06:41:08Z,2,scs-bgx-868,AFE,23.9,9.8,uE.1
0.282,17.3,0.27638,-0.00134,5.724,0.30444,-543.2,0.29688,0.12179,1.346,80.1,27.8,2023-11-30T06:41:18Z,2,scs-bgx-868,AFE,24.1,9.7,uE.1
0.28232,18.4,0.27638,-0.00103,6.855,0.30419,-543.8,0.29688,0.12154,0.745,80.1,27.8,2023-11-30T06:41:28Z,2,scs-bgx-868,AFE,26,9.5,uE.1
0.28213,17.7,0.27638,-0.00122,6.184,0.30488,-537.9,0.29719,0.12403,1.659,80,27.8,2023-11-30T06:41:38Z,2,scs-bgx-868,AFE,25.5,9.6,uE.1
0.28188,16.8,0.27638,-0.00147,5.3,0.30482,-539.7,0.29707,0.12324,1.803,79.9,27.8,2023-11-30T06:41:48Z,2,scs-bgx-868,AFE,23.8,9.7,uE.1
0.28225,17.7,0.27644,-0.00121,6.396,0.30444,-542.4,0.29694,0.12215,1.202,80.1,27.8,2023-11-30T06:41:58Z,2,scs-bgx-868,AFE,25.6,9.8,uE.1
0.28213,17.7,0.27638,-0.00121,6.184,0.30457,-541.6,0.297,0.12245,1.37,80.1,27.7,2023-11-30T06:42:08Z,2,scs-bgx-868,AFE,25.4,9.3,uE.1
0.28163,15.9,0.27638,-0.00171,4.417,0.30469,-543.1,0.29688,0.12186,1.947,80,27.7,2023-11-30T06:42:18Z,2,scs-bgx-868,AFE,23.2,9.1,uE.1
0.28157,16.1,0.27632,-0.00166,4.417,0.30494,-542.9,0.29682,0.12192,2.692,79.9,27.8,2023-11-30T06:42:28Z,2,scs-bgx-868,AFE,23.2,10.4,uE.1
0.28169,16.2,0.27638,-0.00165,4.629,0.30513,-539.9,0.297,0.1232,2.716,80,27.8,2023-11-30T06:42:38Z,2,scs-bgx-868,AFE,23.1,10.4,uE.1
0.28175,16.4,0.27638,-0.00159,4.841,0.30457,-543.8,0.29682,0.12155,1.803,80,27.8,2023-11-30T06:42:48Z,2,scs-bgx-868,AFE,23.3,9.3,uE.1
0.28207,17.9,0.27632,-0.00116,6.184,0.30457,-541.6,0.297,0.12245,1.37,80.1,27.7,2023-11-30T06:42:58Z,2,scs-bgx-868,AFE,25.4,9.3,uE.1
0.28169,16.6,0.27632,-0.00154,4.841,0.30519,-537.1,0.29719,0.12434,2.404,80,27.8,2023-11-30T06:43:08Z,2,scs-bgx-868,AFE,23.4,9.5,uE.1
0.28157,16.1,0.27632,-0.00166,4.417,0.30513,-536.4,0.29725,0.12464,2.115,80,27.8,2023-11-30T06:43:18Z,2,scs-bgx-868,AFE,23.3,8.1,uE.1
0.282,16.9,0.27644,-0.00146,5.512,0.30432,-542.2,0.297,0.1222,0.769,80,27.7,2023-11-30T06:43:28Z,2,scs-bgx-868,AFE,23.8,8,uE.1
0.28169,16.2,0.27638,-0.00165,4.629,0.30482,-540.6,0.297,0.12288,1.971,79.8,27.8,2023-11-30T06:43:38Z,2,scs-bgx-868,AFE,23.1,8,uE.1
0.28182,16.6,0.27638,-0.00153,5.088,0.30475,-541.6,0.29694,0.12246,1.947,79.9,27.8,2023-11-30T06:43:48Z,2,scs-bgx-868,AFE,23.7,8,uE.1
0.28207,17.1,0.27644,-0.0014,5.76,0.30463,-541.1,0.297,0.1227,1.514,80,27.8,2023-11-30T06:43:58Z,2,scs-bgx-868,AFE,23.9,8.1,uE.1
0.28182,16.6,0.27638,-0.00153,5.088,0.30488,-537,0.29725,0.12439,1.514,79.8,27.8,2023-11-30T06:44:08Z,2,scs-bgx-868,AFE,23.4,7.8,uE.1
0.28125,15,0.27632,-0.00198,3.286,0.30532,-537.2,0.29713,0.12429,2.861,79.6,27.9,2023-11-30T06:44:18Z,2,scs-bgx-868,AFE,23.3,9.1,uE.1
0.28113,14.2,0.27638,-0.00222,2.65,0.30532,-540.3,0.29694,0.12302,3.317,79.5,27.8,2023-11-30T06:44:28Z,2,scs-bgx-868,AFE,23.2,9,uE.1
0.28169,16.2,0.27638,-0.00165,4.629,0.30513,-539,0.29707,0.12356,2.548,79.6,27.8,2023-11-30T06:44:38Z,2,scs-bgx-868,AFE,23.2,8.9,uE.1
0.28188,16.8,0.27638,-0.00147,5.3,0.30463,-541.1,0.297,0.1227,1.514,79.7,27.8,2023-11-30T06:44:48Z,2,scs-bgx-868,AFE,24,7.7,uE.1
0.28207,17.5,0.27638,-0.00128,5.972,0.3045,-540.5,0.29707,0.12293,1.034,79.7,27.8,2023-11-30T06:44:58Z,2,scs-bgx-868,AFE,25.2,7.8,uE.1
0.28175,16.4,0.27638,-0.00159,4.841,0.30488,-539.6,0.29707,0.12331,1.947,79.7,27.8,2023-11-30T06:45:08Z,2,scs-bgx-868,AFE,23.4,7.6,uE.1
0.28169,16.6,0.27632,-0.00154,4.841,0.30494,-539.4,0.29707,0.12337,2.091,79.7,27.8,2023-11-30T06:45:18Z,2,scs-bgx-868,AFE,23.7,7.7,uE.1
0.28163,16.3,0.27632,-0.0016,4.629,0.30494,-540.3,0.297,0.12301,2.26,79.7,27.8,2023-11-30T06:45:28Z,2,scs-bgx-868,AFE,23.4,8,uE.1
0.28182,17,0.27632,-0.00141,5.3,0.30469,-541.8,0.29694,0.1224,1.803,79.8,27.8,2023-11-30T06:45:38Z,2,scs-bgx-868,AFE,23.5,7.8,uE.1
0.28144,15.3,0.27638,-0.0019,3.746,0.305,-541,0.29694,0.12271,2.548,79.8,27.8,2023-11-30T06:45:48Z,2,scs-bgx-868,AFE,23.7,8.7,uE.1
0.28182,17,0.27632,-0.00141,5.3,0.30488,-538.7,0.29713,0.12367,1.803,79.7,27.8,2023-11-30T06:45:58Z,2,scs-bgx-868,AFE,23.8,7.8,uE.1
0.28163,16.3,0.27632,-0.0016,4.629,0.30525,-535.2,0.29732,0.12513,2.236,79.7,27.8,2023-11-30T06:46:08Z,2,scs-bgx-868,AFE,23.4,7.9,uE.1
0.28188,17.2,0.27632,-0.00135,5.512,0.305,-535.8,0.29732,0.12488,1.635,79.9,27.8,2023-11-30T06:46:18Z,2,scs-bgx-868,AFE,23.7,7.8,uE.1
0.282,17.3,0.27638,-0.00134,5.724,0.30457,-540.3,0.29707,0.12299,1.202,79.8,27.8,2023-11-30T06:46:28Z,2,scs-bgx-868,AFE,23.8,7.9,uE.1
0.28182,17,0.27632,-0.00142,5.3,0.30513,-535.1,0.29732,0.12519,1.947,79.8,27.9,2023-11-30T06:46:38Z,2,scs-bgx-868,AFE,23.7,7.6,uE.1
0.28157,16.1,0.27632,-0.00166,4.417,0.305,-539.3,0.29707,0.12343,2.236,79.6,27.8,2023-11-30T06:46:48Z,2,scs-bgx-868,AFE,23.7,7.9,uE.1
0.28157,15.7,0.27638,-0.00178,4.205,0.30519,-539.7,0.297,0.12326,2.861,79.7,27.8,2023-11-30T06:46:58Z,2,scs-bgx-868,AFE,23.5,8.8,uE.1
0.28163,16.3,0.27632,-0.0016,4.629,0.30482,-540.2,0.297,0.12306,1.971,79.7,27.9,2023-11-30T06:47:08Z,2,scs-bgx-868,AFE,23.4,7.6,uE.1
0.28194,17,0.27638,-0.0014,5.512,0.30475,-539.9,0.29707,0.12318,1.635,79.8,27.8,2023-11-30T06:47:18Z,2,scs-bgx-868,AFE,23.7,7.8,uE.1
0.28238,18.6,0.27638,-0.00097,7.067,0.30469,-538.7,0.29713,0.12366,1.346,79.8,27.9,2023-11-30T06:47:28Z,2,scs-bgx-868,AFE,25.5,7.8,uE.1
0.28182,16.2,0.27644,-0.00165,4.876,0.30569,-532.9,0.29738,0.12611,3.149,79.6,27.9,2023-11-30T06:47:38Z,2,scs-bgx-868,AFE,23.7,8.7,uE.1
0.28182,16.6,0.27638,-0.00153,5.088,0.30488,-541.3,0.29694,0.12258,2.26,79.7,27.8,2023-11-30T06:47:48Z,2,scs-bgx-868,AFE,23.9,7.9,uE.1
0.28157,15.7,0.27638,-0.00178,4.205,0.30507,-537.4,0.29719,0.12422,2.115,79.6,27.8,2023-11-30T06:47:58Z,2,scs-bgx-868,AFE,23.5,7.5,uE.1
0.28182,16.6,0.27638,-0.00153,5.088,0.30507,-537.8,0.29713,0.12404,2.26,79.6,27.9,2023-11-30T06:48:08Z,2,scs-bgx-868,AFE,24,7.9,uE.1
0.28188,16.8,0.27638,-0.00147,5.3,0.30513,-536.8,0.29719,0.12446,2.26,79.7,27.9,2023-11-30T06:48:18Z,2,scs-bgx-868,AFE,24.1,7.9,uE.1
0.28182,16.6,0.27638,-0.00153,5.088,0.30482,-541,0.29694,0.1227,2.115,79.5,27.9,2023-11-30T06:48:28Z,2,scs-bgx-868,AFE,23.9,7.6,uE.1
0.28157,15.7,0.27638,-0.00178,4.205,0.30532,-537.2,0.29713,0.12429,2.861,79.3,27.9,2023-11-30T06:48:38Z,2,scs-bgx-868,AFE,23.7,8.6,uE.1
0.28163,15.9,0.27638,-0.00172,4.417,0.305,-540.2,0.297,0.12307,2.404,79.3,27.8,2023-11-30T06:48:48Z,2,scs-bgx-868,AFE,23.7,8.6,uE.1
0.28182,16.6,0.27638,-0.00153,5.088,0.3055,-531.6,0.2975,0.12665,2.404,79.5,27.9,2023-11-30T06:48:58Z,2,scs-bgx-868,AFE,23.9,8.6,uE.1
0.28175,15.9,0.27644,-0.00171,4.629,0.30519,-534.9,0.29732,0.12525,2.091,79.6,27.9,2023-11-30T06:49:08Z,2,scs-bgx-868,AFE,23.3,7.5,uE.1
0.28175,16.8,0.27632,-0.00148,5.053,0.30538,-532.7,0.29744,0.12616,2.26,79.4,27.9,2023-11-30T06:49:18Z,2,scs-bgx-868,AFE,24.2,7.9,uE.1
0.28169,16.6,0.27632,-0.00154,4.841,0.30507,-537,0.29719,0.1244,2.115,79.6,27.9,2023-11-30T06:49:28Z,2,scs-bgx-868,AFE,23.7,7.5,uE.1
0.28182,16.6,0.27638,-0.00153,5.088,0.30513,-537.7,0.29713,0.1241,2.404,79.4,27.9,2023-11-30T06:49:38Z,2,scs-bgx-868,AFE,24,8.8,uE.1
0.28163,16.3,0.27632,-0.0016,4.629,0.30538,-535.3,0.29725,0.12507,2.716,79.4,27.9,2023-11-30T06:49:48Z,2,scs-bgx-868,AFE,23.3,8.9,uE.1
0.28175,16.8,0.27632,-0.00148,5.053,0.30532,-533.8,0.29738,0.12573,2.26,79.4,27.9,2023-11-30T06:49:58Z,2,scs-bgx-868,AFE,24.2,7.9,uE.1
0.28138,15,0.27638,-0.00197,3.534,0.30582,-534.3,0.29725,0.12551,3.774,79.4,27.9,2023-11-30T06:50:08Z,2,scs-bgx-868,AFE,23.9,9.7,uE.1
0.2815,15.5,0.27638,-0.00185,3.958,0.30563,-533,0.29738,0.12605,3.005,79.5,27.9,2023-11-30T06:50:18Z,2,scs-bgx-868,AFE,23.4,8.9,uE.1
0.28144,15.3,0.27638,-0.00191,3.746,0.30582,-531.7,0.29744,0.1266,3.317,79.4,27.9,2023-11-30T06:50:28Z,2,scs-bgx-868,AFE,23.7,8.7,uE.1
0.28182,16.6,0.27638,-0.00153,5.088,0.30513,-535.1,0.29732,0.12519,1.947,79.4,27.9,2023-11-30T06:50:38Z,2,scs-bgx-868,AFE,24,7.5,uE.1
0.28175,15.9,0.27644,-0.00171,4.629,0.30507,-537.8,0.29713,0.12404,2.26,79.5,27.9,2023-11-30T06:50:48Z,2,scs-bgx-868,AFE,23.3,7.9,uE.1
0.28169,15.7,0.27644,-0.00178,4.417,0.30538,-537.1,0.29713,0.12435,3.005,79.4,27.9,2023-11-30T06:50:58Z,2,scs-bgx-868,AFE,23.5,8.9,uE.1
0.28163,15.9,0.27638,-0.00172,4.417,0.30538,-535.3,0.29725,0.12507,2.716,79.4,27.9,2023-11-30T06:51:08Z,2,scs-bgx-868,AFE,23.5,8.9,uE.1
0.282,17.2,0.27638,-0.00135,5.724,0.305,-536.2,0.29725,0.1247,1.803,79.3,27.9,2023-11-30T06:51:18Z,2,scs-bgx-868,AFE,24.4,7.8,uE.1
0.28182,16.6,0.27638,-0.00153,5.088,0.30538,-532.7,0.29744,0.12616,2.26,79.3,27.9,2023-11-30T06:51:28Z,2,scs-bgx-868,AFE,24,7.9,uE.1
0.28182,16.2,0.27644,-0.00165,4.876,0.30538,-535.3,0.29725,0.12507,2.716,79.4,27.9,2023-11-30T06:51:38Z,2,scs-bgx-868,AFE,23.8,8.9,uE.1
0.28219,17.5,0.27644,-0.00128,6.184,0.305,-536.2,0.29725,0.1247,1.803,79.5,27.9,2023-11-30T06:51:48Z,2,scs-bgx-868,AFE,26,7.8,uE.1
0.28207,17.1,0.27644,-0.0014,5.76,0.30538,-531,0.29757,0.12688,1.947,79.5,27.9,2023-11-30T06:51:58Z,2,scs-bgx-868,AFE,24.5,7.5,uE.1
0.2815,15.5,0.27638,-0.00185,3.958,0.30582,-534.3,0.29725,0.12551,3.774,79.3,27.9,2023-11-30T06:52:08Z,2,scs-bgx-868,AFE,23.5,9.8,uE.1
0.28175,16.4,0.27638,-0.0016,4.841,0.30525,-533.9,0.29738,0.12567,2.091,79.4,27.9,2023-11-30T06:52:18Z,2,scs-bgx-868,AFE,23.5,7.5,uE.1
0.28188,16.4,0.27644,-0.00159,5.088,0.30532,-534.6,0.29732,0.12537,2.404,79.4,27.9,2023-11-30T06:52:28Z,2,scs-bgx-868,AFE,23.9,8.9,uE.1
0.28163,15.9,0.27638,-0.00172,4.417,0.30575,-532.3,0.29738,0.12636,3.293,79.4,28,2023-11-30T06:52:38Z,2,scs-bgx-868,AFE,23.5,8.8,uE.1
0.28119,14.8,0.27632,-0.00204,3.074,0.30575,-531.8,0.29744,0.12653,3.149,79.3,27.9,2023-11-30T06:52:48Z,2,scs-bgx-868,AFE,23.8,8.8,uE.1
0.28188,16.8,0.27638,-0.00147,5.3,0.30507,-534.8,0.29732,0.12531,1.803,79.5,28,2023-11-30T06:52:58Z,2,scs-bgx-868,AFE,24.1,7.8,uE.1
0.28163,15.9,0.27638,-0.00172,4.417,0.30538,-533.6,0.29738,0.1258,2.404,79.3,27.9,2023-11-30T06:53:08Z,2,scs-bgx-868,AFE,23.7,8.9,uE.1
0.28138,14.6,0.27644,-0.00209,3.322,0.3055,-535,0.29725,0.1252,3.005,79.2,27.9,2023-11-30T06:53:18Z,2,scs-bgx-868,AFE,23.7,9,uE.1
0.2815,15.5,0.27638,-0.00185,3.958,0.30544,-533,0.29738,0.12604,2.548,79.4,28,2023-11-30T06:53:28Z,2,scs-bgx-868,AFE,23.1,9.1,uE.1
0.2815,15.5,0.27638,-0.00185,3.958,0.30569,-530.2,0.29757,0.1272,2.692,79.2,27.9,2023-11-30T06:53:38Z,2,scs-bgx-868,AFE,23.2,9.2,uE.1
0.28163,15.9,0.27638,-0.00172,4.417,0.30532,-535.1,0.29725,0.12519,2.572,79.2,28,2023-11-30T06:53:48Z,2,scs-bgx-868,AFE,23.3,9.1,uE.1
0.28175,15.9,0.27644,-0.00172,4.629,0.3055,-532,0.29744,0.12647,2.548,79.1,28,2023-11-30T06:53:58Z,2,scs-bgx-868,AFE,23.3,9.1,uE.1
0.28163,15.9,0.27638,-0.00172,4.417,0.30544,-533,0.29738,0.12604,2.548,79.1,28,2023-11-30T06:54:08Z,2,scs-bgx-868,AFE,23.4,9.1,uE.1
0.28175,16.4,0.27638,-0.0016,4.841,0.30532,-534.6,0.29732,0.12537,2.404,79.2,27.9,2023-11-30T06:54:18Z,2,scs-bgx-868,AFE,23.5,9.1,uE.1
0.28169,16.5,0.27632,-0.00154,4.841,0.30563,-529.9,0.29757,0.12732,2.548,79.3,28,2023-11-30T06:54:28Z,2,scs-bgx-868,AFE,23.5,9.1,uE.1
0.28157,15.7,0.27638,-0.00179,4.205,0.30588,-530.2,0.2975,0.12721,3.317,79.2,28,2023-11-30T06:54:38Z,2,scs-bgx-868,AFE,23.5,9,uE.1
0.2815,15.5,0.27638,-0.00185,3.958,0.30563,-532.6,0.29738,0.12623,3.005,79.1,28,2023-11-30T06:54:48Z,2,scs-bgx-868,AFE,23.3,9.1,uE.1
0.28188,16.4,0.27644,-0.00159,5.088,0.3055,-532.9,0.29738,0.12611,2.692,79.1,28,2023-11-30T06:54:58Z,2,scs-bgx-868,AFE,23.8,9.2,uE.1
0.282,16.8,0.27644,-0.00146,5.512,0.30544,-530.8,0.29757,0.12695,2.091,79.2,27.9,2023-11-30T06:55:08Z,2,scs-bgx-868,AFE,23.9,7.6,uE.1
0.28175,15.9,0.27644,-0.00172,4.629,0.30582,-530.4,0.2975,0.12714,3.173,79.3,28,2023-11-30T06:55:18Z,2,scs-bgx-868,AFE,23.4,9.3,uE.1
0.28182,16.2,0.27644,-0.00165,4.876,0.30557,-531,0.2975,0.12689,2.572,79.2,28,2023-11-30T06:55:28Z,2,scs-bgx-868,AFE,23.9,9.6,uE.1
0.28169,15.7,0.27644,-0.00178,4.417,0.30569,-531.5,0.29744,0.12666,3.005,79.2,28,2023-11-30T06:55:38Z,2,scs-bgx-868,AFE,23.7,9.6,uE.1
0.28188,16.4,0.27644,-0.00159,5.088,0.30544,-532.1,0.29744,0.12641,2.404,79.2,28,2023-11-30T06:55:48Z,2,scs-bgx-868,AFE,24.1,9.5,uE.1
0.28188,16.4,0.27644,-0.00159,5.088,0.30582,-529.5,0.29757,0.12751,3.005,79.1,28,2023-11-30T06:55:58Z,2,scs-bgx-868,AFE,24.1,10.3,uE.1
0.28182,16.2,0.27644,-0.00165,4.876,0.30582,-528.6,0.29763,0.12787,2.861,79.2,28,2023-11-30T06:56:08Z,2,scs-bgx-868,AFE,23.8,10.3,uE.1
0.28132,14.8,0.27638,-0.00204,3.322,0.30607,-531.9,0.29732,0.12649,4.207,78.9,28.1,2023-11-30T06:56:18Z,2,scs-bgx-868,AFE,23.8,11.3,uE.1
0.28132,14.8,0.27638,-0.00204,3.322,0.30619,-527.7,0.29763,0.12824,3.75,78.9,28,2023-11-30T06:56:28Z,2,scs-bgx-868,AFE,23.8,10.8,uE.1
0.28175,16.4,0.27638,-0.0016,4.841,0.30582,-527.8,0.29769,0.12823,2.716,79,28,2023-11-30T06:56:38Z,2,scs-bgx-868,AFE,23.8,9.6,uE.1
0.28188,16.4,0.27644,-0.00159,5.088,0.30544,-533,0.29738,0.12604,2.548,79.2,28,2023-11-30T06:56:48Z,2,scs-bgx-868,AFE,24.1,9.5,uE.1
0.28175,15.9,0.27644,-0.00172,4.629,0.30575,-531.4,0.29744,0.12672,3.149,79.1,28,2023-11-30T06:56:58Z,2,scs-bgx-868,AFE,23.4,10.2,uE.1
0.28138,14.6,0.27644,-0.00209,3.322,0.306,-531.7,0.29738,0.12661,3.894,79,28,2023-11-30T06:57:08Z,2,scs-bgx-868,AFE,23.8,10.9,uE.1
0.282,16.8,0.27644,-0.00147,5.512,0.30538,-531.4,0.2975,0.12671,2.115,79.2,28,2023-11-30T06:57:18Z,2,scs-bgx-868,AFE,24.2,9.2,uE.1
0.28132,14.4,0.27644,-0.00215,3.11,0.30625,-527.6,0.29763,0.12831,3.894,78.8,28,2023-11-30T06:57:28Z,2,scs-bgx-868,AFE,23.8,10.9,uE.1
0.28119,14.4,0.27638,-0.00216,2.862,0.30588,-530.2,0.2975,0.12721,3.317,79,28,2023-11-30T06:57:38Z,2,scs-bgx-868,AFE,23.8,10.2,uE.1
0.28138,15,0.27638,-0.00197,3.534,0.30613,-527,0.29769,0.12854,3.462,79,28,2023-11-30T06:57:48Z,2,scs-bgx-868,AFE,23.9,10.6,uE.1
0.28138,15,0.27638,-0.00197,3.534,0.30588,-529.3,0.29757,0.12757,3.149,78.9,28,2023-11-30T06:57:58Z,2,scs-bgx-868,AFE,23.9,10.2,uE.1
0.28175,16.3,0.27638,-0.0016,4.841,0.3055,-531.5,0.29744,0.12665,2.548,79.1,28.1,2023-11-30T06:58:08Z,2,scs-bgx-868,AFE,23.5,10.3,uE.1
0.2815,15.5,0.27638,-0.00185,3.958,0.30582,-531.2,0.29744,0.12678,3.317,78.9,28,2023-11-30T06:58:18Z,2,scs-bgx-868,AFE,23.4,10.2,uE.1
0.28157,16.1,0.27632,-0.00167,4.417,0.30594,-528.3,0.29763,0.12799,3.149,79,28,2023-11-30T06:58:28Z,2,scs-bgx-868,AFE,23.5,10.2,uE.1
0.28138,15,0.27638,-0.00198,3.534,0.30594,-527.9,0.29763,0.12818,3.149,79.1,28.1,2023-11-30T06:58:38Z,2,scs-bgx-868,AFE,24,10.2,uE.1
0.28157,15.3,0.27644,-0.00191,3.993,0.30588,-528,0.29763,0.12812,3.005,78.8,28.1,2023-11-30T06:58:48Z,2,scs-bgx-868,AFE,23.3,10.4,uE.1
0.28163,15.9,0.27638,-0.00173,4.417,0.30569,-530.2,0.2975,0.1272,2.861,78.8,28.1,2023-11-30T06:58:58Z,2,scs-bgx-868,AFE,23.5,10.3,uE.1
0.28163,15.9,0.27638,-0.00173,4.417,0.30588,-527.2,0.29769,0.12848,2.861,78.8,28.1,2023-11-30T06:59:08Z,2,scs-bgx-868,AFE,23.5,10.3,uE.1
0.28207,17,0.27644,-0.00141,5.76,0.3055,-528.1,0.29769,0.12811,1.947,78.9,28.1,2023-11-30T06:59:18Z,2,scs-bgx-868,AFE,24.1,9.1,uE.1
0.28182,16.2,0.27644,-0.00165,4.876,0.306,-526.4,0.29775,0.12878,3.005,79,28,2023-11-30T06:59:28Z,2,scs-bgx-868,AFE,23.7,10.4,uE.1
0.28138,15,0.27638,-0.00197,3.534,0.30619,-529.5,0.2975,0.12752,4.063,78.9,28,2023-11-30T06:59:38Z,2,scs-bgx-868,AFE,23.9,10.9,uE.1
0.28125,14.6,0.27638,-0.0021,3.074,0.306,-528.6,0.29757,0.12788,3.438,79,28.1,2023-11-30T06:59:48Z,2,scs-bgx-868,AFE,23.8,10.6,uE.1
0.28157,15.7,0.27638,-0.00179,4.205,0.30588,-530.2,0.2975,0.12721,3.317,78.7,28,2023-11-30T06:59:58Z,2,scs-bgx-868,AFE,23.4,10.2,uE.1
0.2815,15.5,0.27638,-0.00185,3.958,0.306,-526.9,0.29769,0.12861,3.149,78.8,28.1,2023-11-30T07:00:08Z,2,scs-bgx-868,AFE,23.3,9.3,uE.1
0.2815,15.5,0.27638,-0.00185,3.958,0.306,-527.7,0.29763,0.12824,3.293,78.8,28.1,2023-11-30T07:00:18Z,2,scs-bgx-868,AFE,23.3,9.3,uE.1
0.28157,15.7,0.27638,-0.00179,4.205,0.30582,-528.2,0.29763,0.12805,2.861,78.8,28.1,2023-11-30T07:00:28Z,2,scs-bgx-868,AFE,23.4,9.6,uE.1
0.28182,16.6,0.27638,-0.00154,5.088,0.30594,-525.3,0.29782,0.12927,2.692,79,28.1,2023-11-30T07:00:38Z,2,scs-bgx-868,AFE,24,9.6,uE.1
0.28163,15.9,0.27638,-0.00173,4.417,0.30607,-526.7,0.29769,0.12867,3.317,79,28.1,2023-11-30T07:00:48Z,2,scs-bgx-868,AFE,23.5,10.2,uE.1
0.28157,15.7,0.27638,-0.00179,4.205,0.30607,-525.8,0.29775,0.12903,3.173,78.9,28.1,2023-11-30T07:00:58Z,2,scs-bgx-868,AFE,23.4,10.2,uE.1
0.28163,16.3,0.27632,-0.00161,4.629,0.30582,-528.6,0.29763,0.12787,2.861,78.8,28,2023-11-30T07:01:08Z,2,scs-bgx-868,AFE,23.3,10.3,uE.1
0.28132,15.2,0.27632,-0.00192,3.534,0.30625,-525.4,0.29775,0.12922,3.606,78.7,28.1,2023-11-30T07:01:18Z,2,scs-bgx-868,AFE,23.9,10.8,uE.1
0.28138,15,0.27638,-0.00198,3.534,0.306,-527.7,0.29763,0.12824,3.293,78.7,28.1,2023-11-30T07:01:28Z,2,scs-bgx-868,AFE,23.9,10.2,uE.1
0.28138,15.4,0.27632,-0.00186,3.746,0.30607,-526.7,0.29769,0.12867,3.317,78.7,28.1,2023-11-30T07:01:38Z,2,scs-bgx-868,AFE,23.7,10.2,uE.1
0.28082,13.5,0.27632,-0.00242,1.767,0.30644,-527.1,0.29763,0.12849,4.351,78.5,28,2023-11-30T07:01:48Z,2,scs-bgx-868,AFE,23.9,11.2,uE.1
0.28113,14.5,0.27632,-0.00211,2.862,0.30619,-526.4,0.29769,0.12879,3.606,78.6,28.1,2023-11-30T07:01:58Z,2,scs-bgx-868,AFE,23.7,10.2,uE.1
